,Unnamed: 0,country,description,designation,rating,price,province,region,title,variety,winery
101692,101692,Spain,"Dry and peppery to start, with muted berry fruit aromas along with wood shavings. The palate is snappy, clean and juicy, with raspberry, vanilla and tobacco-like flavors. More basic than special, with a steady, light-framed finish. More than functional; likely good with food.",Añares Reserva,87,18.0,Northern Spain,Rioja,bodegas olarra 2004 añares reserva rioja,Tempranillo Blend,Bodegas Olarra
101702,101702,Spain,"This is your quintessential simple quaff among brut cavas. It's clean, lime-tinged and soda-like on the nose, with a correct, no-issues palate that pushes zesty apple along with sweet papaya, mango and banana flavors. It's slightly sweet and tropical, but still it holds onto its crisp qualities and dryness. No complaints for the money.",Cordon Negro Brut,87,12.0,Catalonia,Cava,freixenet nv cordon negro brut sparkling cava,Sparkling Blend,Freixenet
101708,101708,Spain,"Cotton candy and apple cider aromas give way to a mild palate with soft acidity but a sense of complexity. Plump red-fruit flavors are not specific, and overall this blend of Tempranillo, Syrah and Garnacha is appealing but slightly vacuous.",Sommelier Tempranillo-Syrah-Garnacha,86,30.0,Central Spain,La Mancha,alcardet 2015 sommelier tempranillosyrahgarnacha rosé la mancha,Rosé,Alcardet
101736,101736,Spain,"Quiet aromas of peach and nectarine are subdued in nature. This feels melony, with pulpy weight cut by solid acidity. Nectarine, melon and apple are standard-issue flavors, while the finish is mild and fleshy in feel.",,88,15.0,Galicia,Rías Baixas,ramón bilbao 2014 albariño rías baixas,Albariño,Ramón Bilbao
101740,101740,Spain,"After an early aromatic blast of sulfuric matchstick, this turns for the better while providing scents of citrus, fresh-cut grass and minerals. The palate is zesty, with briny flavors of nectarine and orange. A minerally, slightly salty finish keeps this on course.",Private Reserve Brut Nature,88,21.0,Catalonia,Cava,alta alella 2013 private reserve brut nature sparkling cava,Sparkling Blend,Alta Alella
101744,101744,Spain,"Raspberry and cherry aromas come with mild spice notes. This has a zesty, citric feel due to punchy acidity, while raspberry and red-plum flavors end tight, lean and fresh yet well focused. This is a nice, juicy Monastrell to drink now.",Laudum Old Vines,88,16.0,Levante,Alicante,bocopa nv laudum old vines monastrell alicante,Monastrell,Bocopa
101770,101770,Spain,"Reduced, jammy aromas of boysenberry, plum and blueberry set up a woody, choppy feeling palate with tannins that need to mellow. Raisiny berry flavors are on the heavy side, while residual oak notes are prominent. A tannic, drawing finish is dense, woody and in need of settling. Drink through 2030.",Reserva,91,60.0,Northern Spain,Rioja,licenciado 2012 reserva rioja,Tempranillo,Licenciado
101826,101826,Spain,"Stone-fruit, orange peel and Ribeira Sacra's textbook schist-driven aromas make for a moderately complex and interesting nose. This is tightly wound, with an acidic backbone. Flavors of white peach, pithy citrus and mild bitterness finish with a waxy but firm texture. It's 70% Godello with Treixadura and Albariño.",Peza do Rei,89,21.0,Galicia,Ribeira Sacra,adega cachín 2015 peza do rei white ribeira sacra,White Blend,Adega Cachín
101829,101829,Spain,"First-take aromas of raisin and cotton candy are soft and sweet. Following that lead, this feels chunky but adequately acidic. Herbal, reedy raspberry and plum flavors finish with spice and chocolate notes. Drink now.",Federico Paternina Gran Reserva,89,25.0,Northern Spain,Rioja,marqués de la concordia 2006 federico paternina gran reserva rioja,Tempranillo Blend,Marqués de la Concordia
101907,101907,Spain,"This ruby colored Syrah-led blend is stout, oaky, minerally and convincing, with ripe cassis, prune and licorice aromas. Full, rubbery tannins make for a choppy palate, while briny and earthy flavors of blackberry and plum finish with a punch of acidity.",Selección,89,22.0,Levante,Jumilla,monterebro 2013 selección red jumilla,Red Blend,Monterebro
101908,101908,Spain,"Pristine apple and peach aromas lead to a zesty, clean palate of citric acidity and minerality. Nectarine, tangerine and lime flavors control the front palate, while a stony, crystalline finish is refreshing as can be.",Lolo,89,17.0,Galicia,Rías Baixas,paco lola 2014 lolo albariño rías baixas,Albariño,Paco & Lola
101990,101990,Spain,"Sweet and sour aromas amount to a prickly bouquet, while the palate has some flesh as well as freshness. Nectarine and spiced apple flavors are solid but pithy, and overall the wine is good but lacks concentration. Good for everyday quaffing.",Gran Feudo Rosado,85,15.0,Northern Spain,Navarra,bodegas julián chivite 2008 gran feudo rosado rosé navarra,Rosé,Bodegas Julián Chivite
102005,102005,Spain,"Early tobacco and mint aromas quickly yield to mossy black fruit, and in the mouth it's fresh and zesty, with mild green-pepper infused plum and cassis flavors. Quite crisp and lean, with herbal influences showing up at all points. Classic Navarran red wine.",Crianza,84,13.0,Northern Spain,Navarra,señorío de sarria 2005 crianza red navarra,Tempranillo Blend,Señorío de Sarria
102137,102137,Spain,"Berry and cinnamon aromas are lightly woody and spicy. This is tannic but not mean or fierce. Flavors of oaky plum and berry fruits turn savory in front of a finish with a dry, snappy, slightly raw feel. Given that 2013 was a cold vintage, this Crianza deserves praise.",Crianza,90,17.0,Northern Spain,Rioja,burgo viejo 2013 crianza rioja,Tempranillo Blend,Burgo Viejo
102215,102215,Spain,"Candied berry aromas are a touch syrupy. In the mouth, this is tight, rugged and high in acidity. Dry raw flavors of currant and cranberry feature an herbal accent. Drying abrasive tannins rule a raw, snappy finish.",,85,13.0,Northern Spain,Bierzo,senda verde 2015 mencía bierzo,Mencía,Senda Verde
102217,102217,Spain,"Medicinal berry aromas show a touch of nail polish. Tight and high in acidity, this deals limited plum flavors with earthy undertones. A short finish is grapy in flavor but doesn't last long despite acidic push.",,85,10.0,Northern Spain,Cariñena,manyana 2015 tempranillo cariñena,Tempranillo,Manyana
102263,102263,Spain,"Few wines offer as much as this for under $30, but this extracted, bullish Tempranillo blend is not for everyone. Blackberry, cola and savory herbal aromas are strong and pure. This feels wide and cushioned, yet is still a driller. Blackberry, cassis and chocolate flavors finish rich and ripe. Drink through 2024.",Estate Grown Selección Especial,93,28.0,Northern Spain,Sardon de Duero,abadia retuerta 2012 estate grown selección especial red sardon de duero,Tempranillo Blend,Abadia Retuerta
102295,102295,Spain,"Citrus peel and stone-fruit aromas blend with dusty, yeasty notes and a touch of spiced cherry on the nose of this juicy, fresh Spanish sparkler. Cherry, raspberry and red-plum flavors hint at elegance before finishing dry, long and lightly peppery in flavor.",Gran Codorniu,88,20.0,Catalonia,Cava,codorníu 2011 gran codorniu pinot noir cava,Pinot Noir,Codorníu
102305,102305,Spain,"Yeasty aromas of green melon and apple are clean and stony. This Garnatxa Blanca is juicy, fresh, well cut and minerally in feel, with citrusy flavors of lime and tangerine. The same goes for the finish, which is crisp, light and steady.",,88,12.0,Catalonia,Terra Alta,las colinas del ebro 2013 garnacha blanca terra alta,Garnacha Blanca,Las Colinas Del Ebro
102348,102348,Spain,"Toasty oak and vanilla aromas are draped heavily over blueberry and blackberry notes. Staunch, rubbery tannins and bold acidity make for a high-toned flavor profile of herbs, black fruit and briny salt. A long, oaky, herbal finish is silky and lusty.",Barrica,88,14.0,Levante,Jumilla,monterebro 2013 barrica red jumilla,Red Blend,Monterebro
102354,102354,Spain,"Stony fresh aromas of lime and grapefruit are light and clean. This blend of Garnacha Blanca, Chardonnay and Sauvignon Blanc is steady on the palate. Flavors of dry lime and wet stones are slightly pithy, while this finishes firm and dry.",Almodí Petit,87,12.0,Catalonia,Terra Alta,altavins 2015 almodí petit white terra alta,White Blend,Altavins
102370,102370,Spain,"Round, chunky aromas of grapefruit and passion fruit settle on friendly and varietally correct. This is snappy and solid in feel, with lime, orange and nectarine flavors. An acid-driven finish holds the line and doesn't taste bitter or green.",,87,18.0,Northern Spain,Rueda,emina 2015 sauvignon blanc rueda,Sauvignon Blanc,Emina
102375,102375,Spain,"Yeasty floral aromas are a touch soapy and not all that exact. This Trepat-based Cava feels light, crisp and zesty, while flavors of tangerine and lime finish breezy and citric, with a distant hint of elegance.",Tresor Rosé,87,15.0,Catalonia,Cava,pere ventura nv tresor rosé sparkling cava,Sparkling Blend,Pere Ventura
102588,102588,Spain,"The name may suggest a bridge in Florence but this sparkler is Spanish. Lychee, rose water and lime are the aromas, but frankly they are basic. A creamy, fairly thick and cloying palate carries Moscato-based flavors of lychee, lime and mango, while the finish is sugary in feel and flavor.",,82,14.0,Spain Other,Spain,ponte vecchio nv moscato,Moscato,Ponte Vecchio
102592,102592,Spain,"Simple red-berry aromas are about as good as this gets. In the mouth, it's wet but dilute. Flavors of pithy citrus and grass finish with grapefruit and bitter flavors. This is basic at best and empty at worst.",Conde de Valdemar,82,10.0,Northern Spain,Rioja,bodegas valdemar 2012 conde de valdemar rosado rioja,Rosado,Bodegas Valdemar
102653,102653,Spain,"Waxy peach and baked apple aromas are a touch dusty as well. This barrelfermented Viura feels round and peachy, while flavors of buttered toast, white pepper and bitter melon finish with fortitude. This is an interesting take on Viura that should age and improve through 2024.",Placet Valtomelloso,90,45.0,Northern Spain,Rioja,palacios remondo 2012 placet valtomelloso viura rioja,Viura,Palacios Remondo
102654,102654,Spain,"Apple and peach aromas are smooth, sophisticated and minerally. This special-selection, aged Albariño is citrusy but full in body. Orange, nectarine and papaya flavors finish with strong composition. At this stage, this is more about feel, texture and complexity than flavors. Drink now.",Colección,90,,Galicia,Rías Baixas,pazo de señorans 2011 colección albariño rías baixas,Albariño,Pazo de Señorans
102704,102704,Spain,"Initial aromas are scratchy and piercing, but with airing this blend of Syrah, Garnacha and Cabernet Sauvignon offers intriguing notes of vanilla, tobacco and charcoal. In the mouth, this is undeniably thick and tannic. Flavors are saturated and suggest blackberry and cassis. The finish leans toward syrupy but maintains acidity for balance. Drink through 2018.",Reserva,90,35.0,Levante,Utiel-Requena,finca casa lo alto 2009 reserva red utielrequena,Red Blend,Finca Casa Lo Alto
102746,102746,Spain,"Smells flat and sweet, with a plastic-like essence. Zesty in feel but angular, with tangy acids and candied red-fruit flavors along with a pinch of dry spice. Tastes oaky on the finish. Tempranillo with 20% Garnacha.",Cortijo III,83,10.0,Northern Spain,Rioja,cortijo 2010 cortijo iii rioja,Tempranillo-Garnacha,Cortijo
102767,102767,Spain,"Jammy, creamy, oaky aromas of vanilla and raspberry come with a strong hint of rubber and wet dog. This is oaky and only moderately well balanced, with flavors of cough medicine, raw oak, plum and raspberry. A sticky, oaky residual feel drives the finish.",Picos Pardos Fusión,86,20.0,Northern Spain,Calatayud,castillo de maluenda 2011 picos pardos fusión garnacha calatayud,Garnacha,Castillo de Maluenda
102776,102776,Spain,"Dusty smelling and a touch dilute on the nose, this Viura-Chardonnay blend displays aromas of green apple, citrus and vanilla. The palate is juicy, citric and clean, with tangerine, lemon peel and white grapefruit flavors. This is an ideal quaffing wine.",,86,9.0,Northern Spain,Cariñena,las valles 2013 viurachardonnay cariñena,Viura-Chardonnay,Las Valles
102782,102782,Spain,"Aromas of char, tinny metal, raspberry and matchstick are a disadvantage, but in the mouth this turns the corner via jammy ripeness and oaky flavors of herbal blueberry and cassis. Loamy, big and ripe on the finish, this melds meaty tannins and candied, sweet, oaky flavors. The blend is 85% Monastrell with Syrah.",Vilata Old Vines,86,15.0,Levante,Jumilla,lo nuevo 2012 vilata old vines monastrellsyrah jumilla,Monastrell-Syrah,Lo Nuevo
102783,102783,Spain,"This discloses funk, rubber and sulfur , but otherwise is a good but chunky and beefy Garnacha. Aromas of rubber and scrambled egg veer toward boysenberry and cassis, while the palate is grabby and jammy. Flavors of baked black fruits, prune and licorice finish pasty and oaky, with a note of sweet plastic.",PdM Moncayo,86,24.0,Northern Spain,Campo de Borja,pagos del moncayo 2012 pdm moncayo garnacha campo de borja,Garnacha,Pagos del Moncayo
102847,102847,Spain,"The aromas are a bit candy-sweet, like pink bubble gum and Lifesavers, and in the mouth that impression of sugar is confirmed. The flavors are firmly on the peach side. It’s clean, but simple, and finishes a little sugary and syrupy.",Spumante,84,10.0,Catalonia,Penedès,freixenet nv spumante penedès,Champagne Blend,Freixenet
102863,102863,Spain,"A strong wine, both in terms of aromas and flavors. There’s a delicacy and lightness to the body, but the intensity of its flavors is assaultive; it’s a combination of peaches, warm cheese and a hint of something very dry and citrusy. Roquefort notes indicate that there may be some bacteriological problems.",Extra Dry,80,9.0,Catalonia,Penedès,cristalino nv extra dry penedès,Champagne Blend,Cristalino
102876,102876,Spain,"This opens with barrel-based aromas of resin and spice. It's round, creamy and Burgundian on the palate, with flavors of spiced apple, walnut and a hint of oxidation. Things flatten on the finish, which tastes yeasty and like toffee.",Ultreia La Claudina,89,62.0,Northern Spain,Bierzo,raúl pérez 2011 ultreia la claudina godello bierzo,Godello,Raúl Pérez
102885,102885,Spain,"Dusty apple, melon and saline aromas are nice but not too intense or exact. This is tight and juicy but textured on the palate, with nectarine, peach and saline flavors. A round feeling finish offers up minerality and length.",,89,20.0,Galicia,Rías Baixas,terras de lantaño 2013 albariño rías baixas,Albariño,Terras de Lantaño
102888,102888,Spain,"This is a nice value-priced Albariño, with a minerally nose also offers aromas of melon, apple and peach. The palate is citrusy in feel, with lemony acids. Citrus and stone-fruit flavors finish stony and crisp, with a final blast of lemon.",,89,14.0,Galicia,Rías Baixas,viña cartín 2013 albariño rías baixas,Albariño,Viña Cartín
102892,102892,Spain,"Leesy, bready aromas are ripe and fruity. This is soft in feel and a touch heavy, which may be a reflection of the warm 2009 vintage. Nectarine and other ripe flavors finish full and sweet. This almost tastes like a brut Cava despite being a brut nature.",Brut Nature Gran Reserva Reserva de la Familia,89,16.0,Catalonia,Cava,juvé y camps 2009 brut nature gran reserva reserva de la familia sparkling cava,Sparkling Blend,Juvé y Camps
102912,102912,Spain,"This gets off to a clumsy start based on a nutty, rubbery, low-fruit bouquet. In the mouth, this crianza is pinched and tannic, with sandpaper rawness. Herbal, woody flavors of red plum end in a drawing, earthy finish.",Crianza,86,35.0,Northern Spain,Rioja,baigorri 2010 crianza rioja,Tempranillo,Baigorri
102913,102913,Spain,"Raisin and baked plum aromas set the stage for a somewhat flat-feeling palate. Plum and berry aromas are chunky and finish soft, with low acidity and not a lot of pop.",Alcanta Barrique Oak Aged,86,14.0,Levante,Alicante,bocopa 2013 alcanta barrique oak aged monastrell alicante,Monastrell,Bocopa
102927,102927,Spain,An initial blast of hot summer field and nepeta muddles the clarity of the nose. This is a bit flat and lacking in verve. Flavors of apricot and nectarine turn pithy on the finish.,,86,23.0,Galicia,Rías Baixas,pazo de galegos 2014 albariño rías baixas,Albariño,Pazo de Galegos
102941,102941,Spain,"Crisp, direct, smoky aromas are intertwined with berry and oak-based vanilla scents. This feels fresh, easy and in the drinkability zone. Cherry, plum and berry flavors are bright for an eight-year-old wine, while the finish is more secure and solid than racy. Drink through 2021.",Coto de Imaz Gran Reserva,91,44.0,Northern Spain,Rioja,el coto 2008 coto de imaz gran reserva rioja,Tempranillo,El Coto
102953,102953,Spain,"Crystal-clean, agile aromas of peach and melon are ideal. This wine feels elegant and just right, with flavors of sea brine, citrus and tropical fruits working in harmony. Peppy, acid-driven stone-fruit flavors carry a fine finish.",Lágrima,91,22.0,Galicia,Rías Baixas,bágoa do miño 2015 lágrima albariño rías baixas,Albariño,Bágoa do Miño
102955,102955,Spain,"Berry and plum aromas start out aggressive before settling on earth tones and cinnamon spice notes. This feels juicy, ripe and well constructed. Flavors of raspberry, currant and plum are mildly peppery, while savory earth notes continue the wine's good vibes and solidity. Drink through 2020.",El Pacto Crianza,91,19.0,Northern Spain,Rioja,bodega classica 2012 el pacto crianza rioja,Tempranillo Blend,Bodega Classica
102963,102963,Spain,"Gold in color and ideal on the nose courtesy of alluring walnut, nutmeg and briny aromas, this elevated fino is both crisp as well as viscous. Flavors of almond skins, saline and dried apricot finish with purity and supreme confidence. This is fino taken to the next level.",Fino Tres Palmas,93,74.0,Andalucia,Jerez,gonzález byass nv fino tres palmas sherry jerez,Sherry,González Byass
102967,102967,Spain,"Smoky, roasted aromas of hickory and blackberry are patented for this label: all Alto Moncayo top-end bottlings open like this. In the mouth, this is direct, full bodied and high in energy. The flavors match the nose, meaning this tastes like dark berry fruits mixed with smoky oak and char, while the finish turns chocolaty, with pepper, wild berry, spice notes and heat. Drink through 2022.",Aquilon,93,168.0,Northern Spain,Campo de Borja,alto moncayo 2013 aquilon garnacha campo de borja,Garnacha,Alto Moncayo
102990,102990,Spain,"Toffee and almond aromas are a touch aggressive and hot. Matching the nose, this is intense but still well balanced by core acidity. A giant heaping of rancio blends with flavors of almond skins, apricot and salt in front of a never-ending finish.",Del Duque Vinum Optimum Rare Signatum Amontillado,93,50.0,Andalucia,Jerez,gonzález byass nv del duque vinum optimum rare signatum amontillado sherry jerez,Sherry,González Byass
102999,102999,Spain,"The wine leads with aromas of raisin and black fruits. In the mouth, it feels spiky, with pointed tannins. Earthy, stewed plum and baked berry flavors lead to a big, edgy feeling finish with blocky tannins.",Crianza,85,12.0,Northern Spain,Rioja,finca del marquesado 2008 crianza rioja,Tempranillo Blend,Finca del Marquesado
103012,103012,Spain,"This Monastrell-heavy blend hits with a ton of ripe berry aromas, Graham cracker and minerality on the bouquet. In the mouth, it's creamy and syrupy, with jutting tannins. Flavors of lactic oak, stewed black fruits and carob finish chocolaty and creamy, with mild tannins and heat.",Crianza,85,35.0,Levante,Jumilla,monterebro 2010 crianza monastrellsyrah jumilla,Monastrell-Syrah,Monterebro
103015,103015,Spain,"Dusty berry aromas blend with mint and herbal notes. This Tempranillo feels grabby and pinched; flavors of baked black fruits, vanilla and dill are earthy on the finish, which is chunky but generally balanced.",Crianza,85,17.0,Northern Spain,Rioja,taron 2008 crianza rioja,Tempranillo Blend,Taron
103026,103026,Spain,"This shimmering barrel-fermented blend of 75% Viura and 25% Tempranillo Blanco opens with stable aromas of apple, butter and fresh corn. An elegant fairly light palate delivers a mix of dry oak, nectarine, peach and apple flavors. This is lithe and comfortable on the finish, with modest but noticeable residual oak.",Blanco Fermentado en Barrica,89,21.0,Northern Spain,Rioja,viña otano 2015 blanco fermentado en barrica white rioja,White Blend,Viña Otano
103037,103037,Spain,"Fresh stony apple and citrus aromas are composed. Following that lead, this feels focused and fresh. Flavors of stone fruits, citrus fruits and white pepper finish crisp but not real long or deep.",,89,19.0,Galicia,Rías Baixas,pazo san mauro 2016 albariño rías baixas,Albariño,Pazo San Mauro
103071,103071,Spain,"Dill, vanilla, tobacco, earth and light red-fruit aromas comprise the classic nose. The palate feels tight and in good shape, while a mild berry flavor comes topped with touches of cardamom, cinnamon and nutmeg, expressing Rioja in every way. Elegant and balanced; drink now.",Viña Pomal Reserva,89,21.0,Northern Spain,Rioja,bodegas bilbainas 2006 viña pomal reserva rioja,Tempranillo,Bodegas Bilbainas
103081,103081,Spain,"This is jammy and reduced throughout, especially on the nose, which offers a dense blueberry aroma. Saturated and solid on the palate, it features ripe flavors of black plum, blackberry and caramel. A potent, fruity, modern type of Tempranillo that's long on fruit and short on complexity.",Los Cantos,89,23.0,Northern Spain,Ribera del Duero,finca torremilanos 2009 los cantos ribera del duero,Tempranillo,Finca Torremilanos
103095,103095,Spain,"A grapy, clamped nose lacks nuance. In the mouth, this is raw and choppy, with fresh red-fruit acidity. Red-berry and oak flavors finish woody, with ample spice and juicy acidity.",Punto Suspensivo,87,21.0,Northern Spain,Calatayud,castillo de maluenda 2011 punto suspensivo garnacha calatayud,Garnacha,Castillo de Maluenda
103110,103110,Spain,"Punchbowl aromas of red currant, raspberry, cherry and bath soap set up a bright yet sinewy palate. Flavors of baked berry, roasted plum and minerally earth notes finish with mild herb and spice flavors, ample residual fruit and juicy acidity.",Al Muvedre Tinto Joven,87,15.0,Levante,Alicante,telmo rodríguez 2012 al muvedre tinto joven red alicante,Red Blend,Telmo Rodríguez
103136,103136,Spain,"A huge wine that's tannic as nails but so aromatic and flavor packed. Toasted oak, mint, cola, maple, marzipan work the potent nose, while the saturated palate thumps along with massive black-fruit flavors and coffee, fudge and light herb accents. This is one of the most powerful wines from Spain or anywhere. Drink or hold.",Emeritus,94,100.0,Central Spain,Dominio de Valdepusa,marques de griñon 2005 emeritus red dominio de valdepusa,Red Blend,Marques de Griñon
103232,103232,Spain,"Earthy mature plum and berry aromas are quite solid. This feels tight and a little abrasive, but smooth enough to rank high. Spicy dry peppery berry flavors finish with lasting cherry and plum notes on a long balanced finish. Drink through 2025.",Viña Albina Gran Reserva,91,35.0,Northern Spain,Rioja,bodegas riojanas 2008 viña albina gran reserva rioja,Tempranillo Blend,Bodegas Riojanas
103241,103241,Spain,"Smooth heady aromas of black fruits touched up by oaky vanilla and tobacco are a draw. In the mouth, this is chunky and defined by thick abrasive tannins. Ripe blackberry, coffee and chocolate flavors finish with leftover oak that rests atop residual black-fruit flavors. Drink through 2022.",Torre de Golbán Reserva,91,22.0,Northern Spain,Ribera del Duero,atalayas de golbán 2012 torre de golbán reserva ribera del duero,Tinto Fino,Atalayas de Golbán
103244,103244,Spain,High-grade oaky aromas of vanilla and baking spices mix with modest mature berry fruit and animal notes on the nose of this dense tannic mature Rioja. Oaky flavors of sawdust and wood resin share space on the palate with spicy dried cherry and plum. Drink through 2024.,Izarbe Reserva Selección,91,35.0,Northern Spain,Rioja,larchago 2008 izarbe reserva selección rioja,Tempranillo,Larchago
103263,103263,Spain,"Gets rolling with a blitz of dark berry, cedar, bramble and graphite aromas. It feels punchy for being a dark-style red, with meaty black-fruit flavors. On the palate, it turns juicier and more rugged as the acidity steps up, ultimately finishing thick but catchy, with peppery spice. A blend of Tempranillo, Cabernet and Merlot.",Juan de Albret Crianza,90,35.0,Northern Spain,Navarra,finca albret 2008 juan de albret crianza red navarra,Red Blend,Finca Albret
103264,103264,Spain,"Woodsy and smooth smelling, with integrated spice and black-fruit aromas. It feels like a padded vise grip, with demanding tannins and blackberry, toast and coffee flavors that narrow down due to tannic astringency. Incredibly flavorful and potent; drink or hold.",Summa Varietalis Estate Bottled Syrah+Cabernet Sauvignon+Petit Verdot,90,30.0,Central Spain,Dominio de Valdepusa,marques de griñon 2005 summa varietalis estate bottled syrahcabernet sauvignonpetit verdot red dominio de valdepusa,Red Blend,Marques de Griñon
103284,103284,Spain,"Sweet and toasty, with overt oak, sarsparilla, raisin and coconut aromas. It feels supersaturated, with monster tannins. Flavors of black coffee, chocolate, spice, pepper and licorice are rich and deep, while the finish is chewy, meaty and long. Drink now.",Pago de las Costanas,90,53.0,Northern Spain,Cigales,val de los frailes 2004 pago de las costanas tempranillo cigales,Tempranillo,Val de Los Frailes
103324,103324,Spain,"Burnt rubber and a certain stemmy, roasted character is draped over the nose and palate. It has a decent, normal feel to it but the flavors of strawberry and raspberry are herbal and burnt. Tastes and smells rubbery and not fully clean.",Rojo Granrojo,82,9.0,Central Spain,Vino de la Tierra de Castilla,bodegas navarro lópez 2009 rojo granrojo tempranillo de la tierra de castilla,Tempranillo,Bodegas Navarro López
103326,103326,Spain,"Oily and frankly a bit skunky on the nose. The palate is spritzed yet soft, with chunky, blowsy, generic white fruit flavors. Doesn't inspire; this winery's red wines are better.",Abadal,82,21.0,Catalonia,Pla de Bages,masies davinyo 2008 abadal picapoll pla de bages,Picapoll,Masies d'Avinyo
103355,103355,Spain,"Fully mature, oxidized aromas include a heavy note of popcorn and oak along with aged pear and apple. This wine is ripping with acidity, while flavors lean towards salty, lightly baked apple. A finish based mostly on acid means this should stay vital for years to come.",Santbru,87,27.0,Catalonia,Montsant,portal del montsant 2011 santbru white montsant,White Blend,Portal del Montsant
103365,103365,Spain,"Briny citrus-peel aromas show a pyrazinic green side and a touch of corn tortilla. A somewhat dilute palate is bolstered by a shock of citric acidity, tasting of stone fruits and citrus. On the finish, early nectarine notes are replaced by briny flavors.",Terroja de Sabaté i Coca,87,19.0,Catalonia,Penedès,castellroig 2014 terroja de sabaté i coca xarello penedès,Xarel-lo,Castellroig
103367,103367,Spain,"Basic white-fruit aromas get this wine going. The palate is full and mostly smooth, although maybe a touch flat. Citrus flavors include green notes of scallion and herbs, while this blanc de blancs tastes slightly bitter on the finish.",Anna Blanc de Blancs Brut Reserva,87,15.0,Catalonia,Cava,codorníu nv anna blanc de blancs brut reserva sparkling cava,Sparkling Blend,Codorníu
103373,103373,Spain,"Dry and spicy, with a note of bacon to go with red berry fruit and leathery aromas. The palate is voluminous and round, with smooth tannins, balanced acids and nice flavors of roasted berry and dry plum. Finishes dry, elegant and with tea-like flavors. A wine to enjoy; good value for Rioja.",Glorioso Crianza,88,12.0,Northern Spain,Rioja,bodegas palacio 2007 glorioso crianza rioja,Tempranillo,Bodegas Palacio
103374,103374,Spain,"Big and dark, with deep aromas of turned earth and roasted black fruits. The palate has a soft, meaty feel along with sweet, semi-soupy flavors of rooty berry, tea, spice and herbs. Finishes with more oak than fruit, but also lush and sweet. Drink now through 2012.",,88,26.0,Northern Spain,Rioja,finca allende 2007 rioja,Tempranillo,Finca Allende
103377,103377,Spain,"Citrusy and full on the nose, with a fleshy palate that sports fresh white grapefruit and passion fruit flavors. This is a textbook Verdejo from Rueda with modest sweaty notes, grapefruit galore, citrus pith and minerality. Drink now.",,88,18.0,Northern Spain,Rueda,martinsancho 2009 verdejo rueda,Verdejo,Martinsancho
103379,103379,Spain,"A subtle wine made entirely from Trepat. Aromas of strawberry and toast are mixed well, while the palate is juicy, crisp and correct, with raspberry and plum flavors along with a dose of dry spice. Light, toasty and perfectly dry on the back end. Nothing spectacular but gets things right.",Rosado Brut,88,18.0,Catalonia,Cava,mont marçal 2008 rosado brut sparkling cava,Sparkling Blend,Mont Marçal
103388,103388,Spain,"Smoky, rubbery and suggestive of bacon and toast on the nose. The palate is more crisp and snappy, with juicy flavors of red currant, cherry and spice. Acidity throughout yields a lemony finish, but it's also chiseled and tight, which should please traditionalists who like their acidic bite.",Barrica,88,25.0,Galicia,Ribeira Sacra,abadía da cova 2008 barrica mencía ribeira sacra,Mencía,Abadía da Cova
103418,103418,Spain,"Aromas of brick dust, vitamins and baked fruits are gritty and require some navigating. This has a wiry, tight feel, yet in terms of flavors, it's ripe almost to the point of being raisiny. Heat, hard tannins and dried berry fruit flavors direct the finish. Drink through 2017.",,89,40.0,Catalonia,Priorat,genium celler 2009 red priorat,Red Blend,Genium Celler
103421,103421,Spain,"Leather, meat and rubber aromas run with dark-berry and charred notes on this barrel-heavy Rioja that's full, round, chewy and bit saucy in feel. Baked, oaky flavors of vanilla, mocha and berry fruits finish with a wave of toasty oak and mocha as well as clove. Drink through 2018.",,89,18.0,Northern Spain,Rioja,sancho barón 2011 rioja,Tempranillo,Sancho Barón
103433,103433,Spain,"Black cherry, plum and currant aromas are young, bouncy and fresh as a whole. That pretty much describes the palate on this Garnacha-led blend: It's lively, rubbery, tannic and fresh. Blackberry, plum and black currant flavors finish tannic and grabby. Drink through 2017.",Vespres,89,24.0,Catalonia,Montsant,josep grau viticultor 2013 vespres red montsant,Red Blend,Josep Grau Viticultor
103442,103442,Spain,"Oaky aromas of almond, vanilla and peach settle on a palate with grip and acidity. Flavors of toasted almond, baked apple and briny apricot finish with forward acidity. This is a blend of Garnacha Blanca and Macabeo, but it's the white Garnacha that sticks out.",Saó Blanc,89,29.0,Catalonia,Costers del Segre,mas blanch i jové 2013 saó blanc white costers del segre,White Blend,Mas Blanch I Jové
103449,103449,Spain,"Aromas of wood grain, minerals and apple set up a creamy, plump palate with leesy apple, pear and melon flavors. This barrel-fermented Verdejo is mild, creamy, leesy and steady on the finish, which holds form and doesn't break up.",Barrel Fermented,88,20.0,Northern Spain,Rueda,viña mayor 2013 barrel fermented verdejo rueda,Verdejo,Viña Mayor
103450,103450,Spain,"Stewy, earthy and muddled on the nose, this gran reserva from a notoriously cold and wet vintage comes across as forced, as if long hangtime was sought to offset poor weather conditions. Stewy flavors of plum and spicecake finish flat and heavy, with tannic thud.",Gran Reserva,88,28.0,Northern Spain,Rioja,viña otano 2002 gran reserva rioja,Tempranillo Blend,Viña Otano
