id,wine,price,rating,body,acidity,num_reviews
1368,Clos Figueres,70.89,4.3,4.0,3.0,201
1369,Pie Franco,59.9,4.3,5.0,3.0,200
1370,Grillo,32.9,4.3,4.0,3.0,200
1371,Prieto Picudo,21.4,4.3,4.0,3.0,198
1372,Seleccio Especial Vinyes Velles,64.0,4.3,4.0,3.0,197
1373,Emeritvs (Emeritus),47.0,4.3,4.0,3.0,197
1374,Rioja Blanco,60.25,4.3,3.0,3.0,196
1375,Sofia,15.9,4.3,4.0,3.0,195
1376,Finca Cuesta Clara Raro Reserva,32.0,4.3,4.0,3.0,194
1377,Pagos Viejos,62.5,4.3,4.0,2.0,193
1378,Fermentado En Barrica Blanco,24.5,4.3,3.0,3.0,193
1379,Clos Martinet,110.0,4.3,4.0,3.0,192
1380,Doix,82.0,4.3,4.0,3.0,191
1381,Pago Valdebellon,55.0,4.3,4.0,3.0,191
1382,Tinto,36.5,4.3,4.0,3.0,190
1383,Le Domaine Blanco de Guarda,123.82,4.3,,,190
1384,Clos Martinet,114.6,4.3,4.0,3.0,189
1385,Pagos Viejos,130.0,4.3,4.0,2.0,189
1386,Ribera del Duero,33.5,4.3,5.0,3.0,188
1387,Ribera Del Duero Gran Reserva,62.8,4.3,5.0,3.0,187
1388,Godello Blanco,34.5,4.3,,,186
1389,Vinas Viejas de Soria Ribera Del Duero,92.24,4.3,5.0,3.0,184
1390,Hipperia Red Blend,36.111307180686,4.3,4.0,3.0,184
1391,Tinto,56.92,4.3,4.0,3.0,184
1392,Clos Martinet,117.3,4.3,4.0,3.0,178
1393,Vinya La Scala Gran Reserva Cabernet Sauvignon,41.9,4.3,4.0,3.0,177
1394,Atteca Armas Garnacha Old Vines,32.9,4.3,5.0,3.0,176
1395,Syrah (Shiraz),23.5,4.3,4.0,3.0,175
1396,Campo Eliseo,48.5,4.3,5.0,3.0,175
1397,Vinas Viejas Tempranillo,28.38,4.3,4.0,2.0,174
1398,Rioja Graciano,64.75,4.3,4.0,3.0,174
1399,Delicado Cosecha Pedro Ximenez,19.9,4.3,5.0,1.0,172
1400,Cepas Vellas Rias Baixas Albarino,33.95,4.3,3.0,3.0,172
1401,Teixar,42.25,4.3,,,171
1402,Vitium Reserva,27.8,4.3,,,171
1403,Lo Cabalo Reserva,26.9,4.3,,,171
1404,Perez Pascuas Gran Reserva Seleccion,245.53,4.3,,,171
1405,Finca Matambres,28.3,4.3,,,170
1406,Suzzane Rioja,37.29,4.3,,,168
1407,Giro de Abargues,23.5,4.3,,,167
1408,Sofia,18.9,4.3,,,166
1409,Reserva Vermouth Rojo,8.95,4.3,,,166
1410,Punta Esencia,32.45,4.3,,,163
1411,Finca Los Hoyales Ribera del Duero,41.28,4.3,,,163
1412,Casa Cisca Monastrell,33.77,4.3,,,161
1413,Pla dels Angels Rosado,23.0,4.3,,,160
1414,Gran Reserva,67.0,4.3,,,159
1415,Uro,31.45,4.3,,,155
1416,Tras da Vina Albarino,33.67,4.3,,,155
1417,Cava Kripta Gran Reserva Brut Nature,87.39,4.3,,,155
1418,Rioja Gran Reserva 904,150.0,4.3,,,154
1419,Ribera del Duero Torralvo,45.48,4.3,,,153
1420,Clos Fonta Priorat,125.0,4.3,,,153
1421,Teixar,39.5,4.3,,,151
1422,Calvario Rioja,90.0,4.3,,,150
1423,Serral del Vell Brut Nature,44.41,4.3,,,149
1424,Albarino,21.5,4.3,,,150
1425,Masia Carreras Negre,20.59,4.3,,,149
1426,Branco Vermu,13.95,4.3,,,148
1427,Palmeri Navalta Garnacha,28.9,4.2,5.0,3.0,151
1428,Rioja Blanco,56.89,4.3,3.0,3.0,146
1429,Elite,30.9166666666667,4.3,5.0,3.0,145
1430,Tinto,39.9,4.3,4.0,3.0,145
1431,Reserva,65.0,4.3,5.0,3.0,144
1432,Gran Reserva,146.05,4.3,5.0,3.0,142
1433,La Plazuela,44.05,4.3,4.0,3.0,141
1434,Gran Reserva Ribera del Duero,62.56,4.3,5.0,3.0,140
1435,Solar de Estraunza Reserva,9.8840336,4.3,4.0,2.0,140
1436,III a.C,46.16,4.3,4.0,3.0,140
1437,V2 Tinto,48.537665,4.3,4.0,3.0,140
1438,La Vina de Andres Romeo Rioja,97.5,4.3,4.0,3.0,139
1439,Matallana,42.0,4.3,5.0,3.0,138
1440,Rioja Norte,75.0,4.3,4.0,3.0,138
1441,Roda I Reserva Rioja,85.0,4.3,4.0,3.0,137
1442,Tinto,52.8,4.3,5.0,3.0,137
1443,Artigas,20.4,4.3,4.0,3.0,136
1444,Chafandin,26.2902950466486,4.3,5.0,3.0,136
1445,Tinto,19.9,4.3,4.0,3.0,136
1446,Godello Blanco,92.45,4.3,,,135
1447,Julia,17.95,4.3,5.0,3.0,135
1448,Clos Martinet,130.5,4.3,4.0,3.0,135
1449,Jerez-Xeres-Sherry 30 Year Old Oloroso VORS,39.0,4.3,4.0,3.0,135
1450,Pancrudo,34.9,4.3,4.0,3.0,134
1451,Aurea,28.5,4.3,3.0,3.0,133
1452,Coleccion Syrah,25.89,4.3,4.0,3.0,133
1453,Flor de Primavera Peraj Ha'abib,27.5,4.3,4.0,3.0,133
1454,Altos de Losada El Cepon,35.9,4.3,3.0,3.0,132
1455,Rioja Blanco,63.53,4.3,3.0,3.0,131
1456,Gran Vino Blanco,112.76,4.3,4.0,3.0,131
1457,Crianza Vendimia Seleccionada,18.95,4.3,5.0,3.0,130
1458,Vermouth Reserva,10.45,4.3,,,129
1459,Ribera del Duero Torralvo,40.95,4.3,5.0,3.0,128
1460,Matallana,39.75,4.3,5.0,3.0,128
1461,Finca Azaya Premium,23.44,4.3,5.0,3.0,128
1462,Tinto,133.34,4.3,4.0,3.0,127
1463,Ribera del Duero Tinto,35.0,4.3,5.0,3.0,126
1464,Clos Martinet,57.5,4.3,4.0,3.0,125
1465,No. 20,23.95,4.3,4.0,3.0,124
1466,Rioja Blanco,77.9,4.3,3.0,3.0,123
1467,Montes Obarenes Seleccion Terroir,97.35,4.3,3.0,3.0,122
1468,Els Escurcons,84.95,4.3,4.0,3.0,122
1469,Clos Fonta Priorat,53.9,4.3,4.0,3.0,122
1470,Tinto,12.19,4.3,4.0,3.0,122
1471,La Casilla Amontillado,43.95,4.3,4.0,3.0,122
1472,Palo Cortado,85.4,4.3,4.0,3.0,119
1473,Martelo Reserva,23.43,4.3,4.0,3.0,119
1474,Classic,43.24,4.3,4.0,3.0,118
1475,Acediano,35.0,4.3,5.0,3.0,120
1476,Gloria Rioja,54.52,4.3,4.0,3.0,117
1477,Vintage Albarino,24.0,4.3,3.0,3.0,117
1478,Cardenal Palo Cortado VORS,176.5,4.3,4.0,3.0,116
1479,Vallegarcia Viognier,18.5,4.3,,,114
1480,Finca la Atalaya Reserva,23.5,4.3,5.0,3.0,114
1481,Tempranillo Reserva,28.0,4.3,4.0,3.0,112
1482,Blecua Somontano,73.9,4.3,4.0,3.0,112
1483,Priorat,100.0,4.3,4.0,3.0,111
1484,Rioja Graciano,62.9,4.3,4.0,3.0,111
1485,Grandes Anadas Rioja,265.0,4.3,4.0,3.0,111
1486,Clos Cypres Vinyes Velles (Old Vines),49.0,4.3,4.0,3.0,111
1487,Castineiro Albarino,30.75,4.3,3.0,3.0,111
1488,Amontillado V.O.R.S,50.0,4.3,4.0,3.0,110
1489,Altar,32.18,4.3,4.0,3.0,109
1490,Gran Barquero Palo Cortado Solera 25 Anos,34.9,4.3,,,108
1491,Toro Gran Elias Mora,33.5,4.3,5.0,3.0,108
1492,Vinas Viejas de Soria Ribera Del Duero,92.24,4.3,5.0,3.0,108
1493,Gran Vino Blanco,52.95,4.3,4.0,3.0,108
1494,Arnau Oller Seleccio de la Familia,33.15,4.3,4.0,3.0,108
1495,Roda Reserva Rioja,24.51,4.3,4.0,3.0,108
1496,Nebro Ribera del Duero,135.95,4.3,5.0,3.0,107
1497,Rioja Norte,46.9,4.3,4.0,3.0,106
1498,Don PX Gran Reserva,19.8,4.3,5.0,1.0,104
1499,Classic,39.51,4.3,4.0,3.0,102
1500,Classic,119.95,4.3,4.0,3.0,102
1501,Vina Tondonia Reserva,249.0,4.3,4.0,3.0,101
1502,Las Lamas Bierzo (Corullon),95.25,4.3,3.0,3.0,100
1503,Orbus,24.95,4.3,4.0,3.0,100
1504,La Bienquerida,36.91,4.3,3.0,3.0,100
1505,Les Manyes,158.88,4.3,4.0,3.0,99
1506,Finca Dofi,90.6,4.3,4.0,3.0,99
1507,Malbec,24.9,4.3,4.0,3.0,99
1508,Altos de Losada,18.35,4.3,3.0,3.0,97
1509,Gran Vino Blanco,65.25,4.3,4.0,3.0,95
1510,Reserva Especial Rioja,23.95,4.3,4.0,3.0,95
1511,Aurus,148.65,4.3,4.0,3.0,94
1512,La Time,21.95,4.3,,,94
1513,QS,37.49,4.3,4.0,3.0,93
1514,Dolc Mataro,16.5,4.3,,,92
1515,Priorat Vinyes Velles,33.95,4.3,4.0,3.0,94
1516,Vendimia Tardia Moscatel,10.76,4.3,,,91
1517,Hiru 3 Rioja Racimos,118.0,4.3,4.0,3.0,91
1518,Triaca,34.9,4.3,4.0,3.0,90
1519,Prado Enea Gran Reserva,150.0,4.3,4.0,3.0,90
1520,Amontillado 51-1a 30 Years VORS Sherry,64.8,4.3,4.0,3.0,89
1521,Cyclo,35.15,4.3,5.0,3.0,89
1522,Tinto,145.0,4.3,5.0,3.0,89
1523,Maimo Garnatxa,26.9,4.3,5.0,3.0,88
1524,Montes Obarenes Seleccion Terroir,42.9,4.3,3.0,3.0,88
1525,Gran Reserva 890,215.34,4.3,4.0,3.0,88
1526,Fos Baranda,29.9,4.3,,,87
1527,Finca la Oracion,20.45,4.3,,,88
1528,Albarino Pedralonga,15.71,4.3,,,86
1529,Mas de Masos,39.99,4.3,,,86
1530,Com Tu,34.95,4.3,,,85
1531,El Rocallis,88.0,4.3,,,83
1532,Iugiter,25.5,4.3,,,83
1533,Doix,79.9,4.3,,,83
1534,Ultreia Valtuille Mencia,45.9,4.3,,,83
1535,La Chispa Negra,24.0,4.3,,,82
1536,Sauvignon Blanc,8.9,4.3,,,83
1537,Reserva,65.0,4.3,,,82
1538,Clos Adrien,47.0,4.3,,,82
1539,Sofia,20.5,4.3,,,82
1540,Cava Original Brut (Espumos),62.9,4.3,,,81
1541,Laderas Rioja,31.13,4.3,,,81
1542,Reserva,73.0,4.3,,,81
1543,La Basseta,58.0,4.3,,,80
1544,El Rocallis,34.5,4.3,,,80
1545,Blanco de Parcela,41.9,4.3,,,80
1546,Finca la Beata Bobal,33.9,4.3,,,80
1547,Resalte Expresion,28.5,4.3,,,80
1548,Cava Brut Milesime,24.1,4.3,,,80
1549,Syrah de Matasnos,27.9,4.3,,,80
1550,Amancio,84.5,4.3,,,80
1551,Massipa de Scala Dei Garnatxa Blanca - Xenin,36.78,4.3,,,79
1552,Seleccion Privada,54.5,4.3,4.0,3.0,79
1553,Nunci Negre,21.4,4.3,4.0,3.0,79
1554,Oloroso Extra Viejo 1/7,217.8,4.3,4.0,3.0,78
1555,Musivari Gran Reserva Brut Nature,23.22,4.3,2.0,3.0,77
1556,Amaya Arzuaga (Coleccion),51.2,4.3,5.0,3.0,77
1557,Christina Ribera del Duero,38.0,4.3,5.0,3.0,77
1558,La Cueva del Contador Rioja,67.9,4.3,4.0,3.0,77
1559,San Vicente Rioja,32.9,4.3,4.0,3.0,77
1560,Faustino de Autor Reserva Especial,45.0,4.3,4.0,3.0,76
1561,Rioja Gran Reserva 904,260.0,4.3,4.0,3.0,76
1562,Vinas Viejas Aguilera,69.0,4.3,4.0,3.0,76
1563,Prado Enea Gran Reserva,98.0,4.3,4.0,3.0,75
1564,Les Manyes,348.85,4.3,4.0,3.0,74
1565,Pla dels Angels Rosado,23.95,4.3,,,74
1566,Juan Piernas Finca El Paso Malo Monastrell,27.9,4.3,5.0,3.0,74
1567,Albarino Pedralonga,15.0,4.3,3.0,3.0,74
1568,Vina del Olivo,155.0,4.3,4.0,3.0,74
1569,Pedra de Guix,57.9,4.3,,,73
1570,Vinyes Velles de Samso,36.93,4.3,4.0,3.0,73
1571,Hispania,52.0,4.3,5.0,3.0,73
1572,Malvasia,31.5,4.3,3.0,3.0,72
1573,Priorat,654.31,4.3,4.0,3.0,72
1574,Vina Ardanza Reserva,75.0,4.3,4.0,3.0,72
1575,La Bota 69 de Amontillado,113.72,4.3,4.0,3.0,72
1576,Antigues Reserves,27.45,4.3,4.0,3.0,72
1577,Regina Vides Ribera del Duero,69.9,4.3,5.0,3.0,71
1578,Baron de Chirel Verdejo Vinas Centenarias,40.5,4.3,3.0,3.0,71
1579,Gran Calzadilla,39.95,4.3,4.0,3.0,70
1580,Alto de la Caseta,55.45,4.3,4.0,3.0,70
1581,Clos Martinet,177.45,4.3,4.0,3.0,70
1582,Masia Carreras Negre,11.91,4.3,4.0,3.0,69
1583,Clos Monlleo,54.95,4.3,4.0,3.0,68
1584,Priorat,25.88,4.3,4.0,3.0,68
1585,Milagros de Figuero,34.85,4.3,5.0,3.0,68
1586,Las Botas Palo Cortado Horizontal,37.0,4.3,4.0,3.0,67
1587,Rioja Norte,75.0,4.3,4.0,3.0,67
1588,La Riva Fino Balbaina Alta,47.45,4.3,4.0,3.0,67
1589,Coma Bruna,22.8,4.3,4.0,3.0,67
1590,Vina Tondonia Gran Reserva,199.0,4.3,4.0,3.0,66
1591,Palo Cortado de la Cruz de 1767,59.9,4.3,4.0,3.0,66
1592,Grano a Grano Tempranillo,120.13,4.3,4.0,3.0,65
1593,Voltons,47.0,4.3,4.0,3.0,64
1594,Masdeu,84.9,4.3,4.0,3.0,64
1595,Tinto,78.95,4.3,4.0,3.0,64
1596,Crianza,9.99,4.3,5.0,3.0,64
1597,S'Alou,31.5,4.3,4.0,3.0,64
1598,Altos R Pigeage,29.95,4.3,4.0,3.0,63
1599,Massipa de Scala Dei Garnatxa Blanca - Xenin,36.95,4.3,,,62
1600,Finca Monteviejo,32.0,4.3,4.0,3.0,62
1601,Rioja Gran Reserva,25.95,4.3,4.0,3.0,62
1602,Habis,21.5,4.3,3.0,3.0,62
1603,5o Ano,23.3863295,4.3,4.0,3.0,62
1604,Gaminde,43.8,4.3,4.0,3.0,62
1605,Nun Vinya dels Taus,123.75,4.3,,,62
1606,Els Escurcons,75.5,4.3,4.0,3.0,61
1607,Varietal Fermentacion Lenta,29.9,4.3,5.0,1.0,61
1608,El Cordero y las Virgenes,24.0,4.3,4.0,3.0,60
1609,Clos Fonta Priorat,150.0,4.3,4.0,3.0,60
1610,Finca Las Comas Verdejo,29.4,4.3,3.0,3.0,60
1611,Finca Dofi,170.0,4.3,4.0,3.0,60
1612,La Poza de Ballesteros,93.26,4.3,4.0,2.0,60
1613,Vinas Viejas de Soria Ribera Del Duero,75.95,4.3,5.0,3.0,59
1614,Reserva,23.77,4.3,5.0,3.0,59
1615,Selection 1884 Vermouth Gran Reserva,27.11,4.3,,,57
1616,Macan Clasico,42.5,4.3,4.0,3.0,57
1617,Dalmau Rioja,75.0,4.3,4.0,3.0,57
1618,Tomas Esteban,68.99,4.3,5.0,3.0,57
1619,Prieto Picudo,21.95,4.3,4.0,3.0,57
1620,Garnacha Tintorera,13.237545,4.3,4.0,3.0,57
1621,Penalba Lopez Blanco,13.65,4.3,,,57
1622,Cabernet,23.5,4.3,4.0,3.0,57
1623,El Cuentista,17.9,4.3,,,57
1624,Porrera Vi de Vila,49.95,4.3,4.0,3.0,56
1625,Les Manyes,348.85,4.3,4.0,3.0,56
1626,Tahulla Moscatel Blanco Seco,11.95,4.3,,,56
1627,Juegabolos,28.6,4.3,5.0,3.0,56
1628,3.9,21.3,4.3,4.0,3.0,56
1629,Sketch,44.95,4.3,3.0,3.0,56
1630,Clos del Portal Somni,36.3,4.3,4.0,3.0,55
1631,De Garage Rioja,32.0,4.3,4.0,3.0,55
1632,Montsalvat,39.712635,4.3,4.0,3.0,54
1633,Galena,17.9,4.3,4.0,3.0,54
1634,Sio Negre,39.9,4.3,4.0,3.0,53
1635,Aurus,140.0,4.3,4.0,3.0,53
1636,Chardonnay Uno,249.95,4.3,4.0,3.0,53
1637,Vendimia Seleccionada,28.83,4.3,5.0,3.0,53
1638,Nebro Ribera del Duero,196.29,4.3,5.0,3.0,53
1639,Pago de Otazu Chardonnay Con Crianza,28.4,4.3,4.0,3.0,53
1640,Verdejo Fermentado en Barrica,14.5,4.3,3.0,3.0,53
1641,Rioja Gran Reserva 904,260.0,4.3,4.0,3.0,53
1642,Don PX Pedro Ximenez,36.9,4.3,5.0,1.0,52
1643,Vinyes Altes de Les Garrigues Vi Blanc,25.8,4.3,,,52
1644,Vina Centenaria Mencia,38.0,4.3,3.0,3.0,52
1645,Grans Muralles,137.75,4.3,4.0,3.0,52
1646,Clos de L'Obac,79.9,4.3,4.0,3.0,51
1647,Malvasia,41.5,4.3,,,51
1648,Cerro del Lobo Syrah,24.5,4.3,4.0,3.0,51
1649,Estrats,68.55,4.3,4.0,3.0,51
1650,Masdeu,81.35,4.3,4.0,3.0,51
1651,Regina Vides Ribera del Duero,121.5,4.3,5.0,3.0,50
1652,Celia,79.98,4.3,5.0,3.0,50
1653,Gaudium,60.0,4.3,4.0,3.0,50
1654,Summum Monastrell,13.99,4.3,5.0,3.0,50
1655,Doix,195.52,4.3,4.0,3.0,49
1656,Finca La Herradura,68.0,4.3,5.0,3.0,49
1657,Reserva Especial,16.9,4.3,4.0,3.0,49
1658,Alma de Mar Albarino,27.5,4.3,3.0,3.0,49
1659,Canasta 20 Anos Cream,29.25,4.3,5.0,1.0,49
1660,Rioja Anadas Frias,75.0,4.3,3.0,3.0,49
1661,5o Ano,23.9,4.3,4.0,3.0,49
1662,Suzzane Rioja,34.9,4.3,4.0,3.0,48
1663,Castillo Ygay Gran Reserva Especial Tinto,532.0,4.3,4.0,3.0,48
1664,Llanos del Almendro Ribera del Duero,95.0,4.3,5.0,3.0,48
1665,Monreal,44.1,4.3,4.0,3.0,48
1666,Blanco,17.7,4.3,,,48
1667,8 Vents Mallorca,18.9,4.3,4.0,3.0,47
1668,Venus,35.35,4.3,4.0,3.0,47
1669,Gran Reserva 890,270.0,4.3,4.0,3.0,47
1670,Vd'O 1 Samso - Pissarra,34.95,4.3,4.0,3.0,46
1671,Les Manyes,348.85,4.3,4.0,3.0,46
1672,Tempranillo Reserva,14.9,4.3,4.0,3.0,46
1673,La Cuartilleja Reserva,39.7,4.3,5.0,3.0,46
1674,Cava Gran Reserva La Capella Brut,75.5,4.3,2.0,3.0,46
1675,Coleccion No. 3 Cosecha,189.9,4.3,4.0,3.0,45
1676,Rioja Gran Reserva,21.01,4.3,4.0,3.0,45
1677,Albarino Sobre Lias,23.9,4.3,3.0,3.0,45
1678,Nobbis,12.8,4.3,4.0,2.0,45
1679,Rara Avis Prieto Picudo,39.95,4.3,4.0,3.0,45
1680,Sensal,22.35,4.3,4.0,3.0,45
1681,Campo Eliseo Blanco,27.25,4.3,3.0,3.0,45
1682,Blanc de Neu,16.99,4.3,2.0,3.0,45
1683,Reserva,55.0,4.3,4.0,3.0,45
1684,La Mar,21.5,4.3,3.0,3.0,45
1685,Las Lamas Bierzo (Corullon),106.92,4.3,3.0,3.0,44
1686,Vinas Viejas,37.065126,4.3,5.0,3.0,44
1687,T3rno Seleccion de 3 Parcelas Ribera del Duero,38.5,4.3,5.0,3.0,44
1688,Fino La Barajuela,69.95,4.3,,,44
1689,Clos Abella Seleccion Especial,43.5,4.3,4.0,3.0,44
1690,Parcelas de Maturana Tinta Coleccion Rioja,36.5,4.3,4.0,3.0,44
1691,Reserva Real,213.5,4.3,4.0,3.0,43
1692,Attis Embaixador Albarino,21.89,4.3,3.0,3.0,43
1693,Vitola Reserva,21.9,4.3,4.0,3.0,42
1694,San Cucufate Monasterio,33.0,4.3,5.0,3.0,42
1695,Tras Los Muros Albarino,38.0,4.3,3.0,3.0,42
1696,Godello,24.77,4.3,,,42
1697,CM Tinto,17.75,4.3,4.0,2.0,42
1698,La Loma & Los Santos Garnacha Blanca - Macabeo,40.9,4.3,,,41
1699,200 Monges Rioja Gran Reserva,52.5,4.3,4.0,3.0,40
1700,Clos Adrien,48.91,4.3,4.0,3.0,40
1701,Gratallops Escanya-Vella,27.1,4.3,,,40
1702,Lalomba Finca Ladero,58.25,4.3,4.0,3.0,40
1703,Oloroso En Rama,24.9,4.3,4.0,3.0,40
1704,El Reventon Cebreros,67.95,4.3,5.0,3.0,40
1705,Amontillado Napoleon Vinos Viejos 30 Year Old Sherry,74.9,4.3,4.0,3.0,40
1706,Navarra Vendimia Tardia Coleccion 125,25.95,4.3,,,39
1707,Tinto,119.0,4.3,4.0,3.0,39
1708,Manar dos Seixas,13.5,4.3,,,38
1709,200 Monges Edicion Exclusiva Blanco Reserva,51.45,4.3,3.0,3.0,38
1710,Montsalvat,56.27,4.3,4.0,3.0,38
1711,Eolic Sauvignon Blanc,11.65,4.3,3.0,3.0,38
1712,Finca Valmediano Tinta de Toro 16 Meses Barrica,32.9,4.3,5.0,3.0,38
1713,Cantos del Diablo,197.0,4.3,5.0,3.0,38
1714,Teofilo Reyes Crianza,14.71,4.3,5.0,3.0,38
1715,Recondita Armonia Monastrell Dulce,16.45,4.3,,,38
1716,Falguera,53.55,4.3,4.0,3.0,38
1717,Epistem No. 3,18.9,4.3,4.0,3.0,38
1718,Molino Real,53.3,4.3,,,38
1719,Angel Ribera del Duero,31.9,4.3,5.0,3.0,37
1720,Pleret,55.5,4.3,4.0,3.0,37
1721,A Torna dos Pasas Escolma Ribeiro,40.75,4.3,4.0,3.0,37
1722,Costers Del Segre 1780,22.9,4.3,4.0,3.0,37
1723,Ines,76.87,4.3,5.0,3.0,37
1724,Ines,79.98,4.3,5.0,3.0,37
1725,Honoris,35.0,4.3,5.0,3.0,37
1726,La Revelia Godello,21.65,4.3,,,37
1727,Club Rioja Reserva,20.95,4.3,4.0,3.0,36
1728,Camino del Abuelo Vinas Viejas,243.8,4.3,5.0,3.0,36
1729,La Morera de San Lazaro,80.0,4.3,4.0,2.0,36
1730,Tinto,60.4,4.3,4.0,3.0,36
1731,Quintanilla,65.9,4.3,4.0,2.0,35
1732,Reserva,10.2,4.3,4.0,3.0,35
1733,Salvaxe,26.75,4.3,,,35
1734,Vina Tondonia Reserva,47.95,4.3,4.0,3.0,35
1735,Vi De Glass Gewurztraminer,18.58,4.3,,,35
1736,Finca Los Quemados,27.7,4.3,5.0,3.0,35
1737,Teofilo Reyes Crianza,11.94,4.3,5.0,3.0,35
1738,Rioja Reserva,45.0,4.3,4.0,3.0,35
1739,Albarino (O Rosal),13.45,4.3,3.0,3.0,35
1740,Les Manyes,180.0,4.3,4.0,3.0,35
1741,Rioja,29.0,4.3,4.0,3.0,34
1742,Vino de Autor Ribeiro Blanco,15.9,4.3,,,34
1743,Rioja Reserva,65.0,4.3,4.0,3.0,34
1744,Argila Reserva 3 Anys Brut Nature,21.6,4.3,2.0,3.0,34
1745,Octogenarius,46.5,4.3,5.0,3.0,34
1746,Finca La Pedrissa,37.9,4.3,4.0,3.0,34
1747,Magister,35.5,4.3,4.0,3.0,35
1748,Ribera del Duero Vendimia Seleccionada VT,27.9,4.3,5.0,3.0,34
1749,Porcellanic VI Xarel-lo Sur Lie,110.47,4.3,,,33
1750,Sibila,32.46,4.3,4.0,3.0,33
1751,Emporda Reserva Especial Don Miguel Mateu,15.56,4.3,4.0,3.0,33
1752,200 Cestos Godello,23.7,4.3,,,33
1753,Heaven & Hell,18.5,4.3,,,32
1754,Cabrida Montsant,36.85,4.3,4.0,3.0,32
1755,Suane Blanco,23.9,4.3,3.0,3.0,32
1756,Garnacha,38.0,4.3,5.0,3.0,32
1757,Cantos del Diablo,101.01,4.3,5.0,3.0,33
1758,Vendimia Tardia Moscatel,13.75,4.3,,,32
1759,Pinot Noir,29.38,4.3,4.0,3.0,31
1760,Cerro La Isa Blanco,44.9,4.3,3.0,3.0,31
1761,Cuvee Verdejo,12.0,4.3,3.0,3.0,31
1762,Anadelia,38.5,4.3,,,31
1763,Salvaxe,28.35,4.3,,,31
1764,Tabuerniga,65.22,4.3,4.0,3.0,31
1765,Seleccion Especial Verdejo,6.26,4.3,3.0,3.0,32
1766,Coster d'en Fornos,40.55,4.3,4.0,3.0,31
1767,Malvasia Volcanica,31.9,4.3,,,31
1768,Laderas de Inurrieta,26.1,4.3,4.0,3.0,30
1769,El Velado Tinto,73.95,4.3,4.0,3.0,30
1770,Pico de Luyas,48.9,4.3,5.0,3.0,30
1771,Blanco Afrutado,11.99,4.3,,,30
1772,A Pita Cega,44.8,4.3,,,30
1773,Mas Via Gran Reserva Brut,76.17,4.3,2.0,3.0,29
1774,Prado Enea Gran Reserva,120.0,4.3,4.0,3.0,29
1775,Finca Cuesta Clara Raro Reserva,39.5,4.3,4.0,3.0,29
1776,Naiades,19.03,4.3,3.0,3.0,29
1777,Fuenmayor Gran Reserva,230.0,4.3,4.0,3.0,29
1778,Dalmau Rioja,110.0,4.3,4.0,3.0,29
1779,Rioja Reserva,310.0,4.3,4.0,3.0,29
1780,Mirador de Navajas Reserva Rioja,28.7550102072719,4.3,4.0,3.0,29
1781,Coleccion Roberto Amillo Amontillado,39.9,4.3,4.0,3.0,29
1782,1730 Amontillado,34.65,4.3,4.0,3.0,29
1783,Aurus,211.92,4.3,4.0,3.0,29
1784,Cerro La Isa Garnacha,43.9,4.3,4.0,3.0,28
1785,Nus del Terrer,25.9,4.3,4.0,3.0,28
1786,Nivel,35.0,4.3,5.0,3.0,28
1787,I Gran Reserva,160.0,4.3,4.0,3.0,28
1788,Seleccion Especial,32.0,4.3,5.0,3.0,28
1789,Galia Clos Santuy,74.9,4.3,4.0,3.0,28
1790,Seleccion,30.0,4.3,4.0,3.0,28
1791,Le Rose,49.0,4.3,,,28
1792,Pago de las Sabinas,39.55,4.3,5.0,3.0,28
1793,Old & Plus Oloroso,45.0,4.3,4.0,3.0,28
1794,Coleccion Roberto Amillo Palo Cortado,47.7,4.3,4.0,3.0,27
1795,Alicante Bouschet by Tarima,14.9,4.3,4.0,3.0,27
1796,Rioja Gran Reserva,46.45,4.3,4.0,3.0,27
1797,Tinto,15.45,4.3,4.0,3.0,27
1798,Gueta-Lupia,31.75,4.3,4.0,3.0,27
1799,Amancio,110.0,4.3,4.0,3.0,27
1800,Marmajuelo,29.75,4.3,,,27
1801,Cava Reserva Especial Chardonnay Brut Nature,18.5,4.3,2.0,3.0,27
1802,Ribera del Duero Vendimia Seleccionada,19.8563175,4.3,5.0,3.0,26
1803,No. 23,23.1,4.3,4.0,3.0,26
1804,Las Iruelas El Tiemblo,97.07,4.3,5.0,3.0,26
1805,Tinto,8.57,4.3,5.0,3.0,26
1806,Cantos del Diablo,67.95,4.3,5.0,3.0,26
1807,V Dulce de Invierno,17.74,4.3,,,26
1808,Diego Magana,37.9,4.3,4.0,3.0,26
1809,Graciano,68.0,4.3,4.0,3.0,26
1810,Cerro Las Cuevas Seleccion Terroir,39.89,4.3,4.0,3.0,26
1811,Pena Lobera,68.9,4.3,5.0,3.0,25
1812,Altos R Pigeage Graciano,35.0,4.3,4.0,3.0,25
1813,Ronda,32.5,4.3,4.0,3.0,25
1814,Nisia Las Suertes Verdejo Old Vines,16.9,4.3,3.0,3.0,25
1815,Territori,23.6,4.3,4.0,3.0,25
1816,Alomado,46.95,4.3,4.0,3.0,25
1817,Octogenarius,36.9,4.3,5.0,3.0,25
1818,Gran Reserva,48.81,4.3,4.0,3.0,25
1819,Pinot Noir,33.5,4.3,4.0,3.0,25
1820,Selma de Nin Blanco,56.95,4.3,,,25
1821,Senda de Los Olivos Roble,8.9,4.3,5.0,3.0,25
1822,Mucho Mas Tinto,4.99,4.2,4.0,3.0,32624
1823,Rioja Reserva,15.9,4.2,4.0,3.0,16505
